,Binary Balanced 1,Binary Balanced 2,Binary Extreme 1a,Binary Extreme 1b,Binary Extreme 2,Trinary Balanced 1,Trinary Balanced 2,Trinary Skewed 1a,Trinary Skewed 1b,Trinary Skewed 2,Trinary Extreme 1a,Trinary Extreme 1b,Trinary Extreme 2,Quaternary Balanced 1,Quaternary Balanced 2,Quaternary Skewed 1a,Quaternary Skewed 1b,Quaternary Skewed 2,Quaternary Extreme 1a,Quaternary Extreme 1b,Quaternary Extreme 2,Continuous Normal,Continuous Skewed,Continuous Binary Normal 1,Continuous Binary Normal 2,Continuous Trinary Normal,Continuous Quaternary Normal,Continuous Binary Skewed,Continuous Trinary Skewed,Continuous Quaternary Skewed,Unary 1,Unary 2,Correlated 1,Correlated 2
91,B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,P,H,L,Q,-0.16319488808313257,0.013739988085864989,5.017780837300131,10.002272786714492,2.0394447782903486,3.9367812901517163,4.154776578994499,3.7650274649217352,14.950082577486478,-27.962598679605907,-20.547790869453664,91,90
92,A,C,E,H,I,C,F,A,D,H,A,D,H,A,D,H,L,P,H,L,R,0.09016300379559386,0.023090031895406923,1.0084621146220096,2.0051575472988605,2.9686916556067926,0.8750785367940123,0.9946092541604641,8.5063543438557,1.3200142324795439,-2.2868371857675287,-52.86434235154935,92,92
93,B,D,E,H,I,A,D,A,D,H,A,D,I,B,E,H,L,P,H,L,P,-0.0647495252234193,0.015573850916878917,4.991576791139503,9.991992789242724,0.9254178089681344,2.138033366893269,3.6517323814023945,0.8927871392869613,4.38637481580871,-26.18946954060313,-46.25622890225587,93,93
94,A,C,E,H,I,B,E,A,D,H,A,D,H,C,F,H,L,P,H,L,Q,-0.11571886333985813,2.5740808190773015e-06,0.9964131748235516,1.99412430334134,1.9450227727229634,3.1055084154667587,1.0211039435323543,4.070039739915562,9.302624297213258,-1.3375926983513988,-67.49937977079767,94,94
95,B,D,E,H,I,C,F,A,D,H,A,D,I,D,G,H,L,P,H,L,R,0.020879177390525583,0.003390628439501859,4.993867279106451,10.017553590241072,2.8398210806704003,4.14769904873727,3.788442807853022,8.830336637001933,16.364285705925685,-13.456605339501463,-30.730944017229767,95,94
96,A,C,E,H,I,A,D,A,D,H,A,D,H,A,D,H,L,P,H,L,P,0.14578173703776762,0.024429561445272495,1.0025977385610165,1.98912385264125,0.9358291485712572,0.9535401170091137,1.0967017977173577,1.3239770611795294,1.1751075970576428,-11.517532004152953,-14.083065318970796,96,96
97,B,D,E,H,I,B,E,A,D,H,A,D,I,B,E,H,L,P,H,L,Q,-0.14879399735576887,0.01883833042053758,4.9752479557835185,9.995706287369194,1.9562035568977107,2.063635865249672,4.190455675690189,4.2629244440712695,4.690973690808634,-12.434022252397376,-11.697128072742686,97,97
98,A,C,E,H,I,C,F,A,D,H,A,D,H,C,F,H,L,P,H,L,R,0.1968036950491017,0.004702129717367793,1.0033019100046408,1.989093453180983,3.155004070070803,2.9468178252860784,1.1058864402856607,9.331890269062038,8.516871297937222,-1.7440211787961974,-6.122249504750938,98,98
99,B,D,E,H,I,A,D,A,D,H,A,D,I,D,G,H,L,P,H,L,P,0.3245574756955829,0.015580962797560731,5.002993119323094,10.004913783617882,1.1152273677921174,3.888373093196123,4.066727839442502,1.4788908120367008,15.61593842047209,-14.059992594808914,-12.302107688277745,99,99
100,A,C,E,H,I,B,E,A,D,H,A,D,H,A,D,H,L,Q,H,L,Q,-0.07530332153385189,0.0018245158713194071,1.0033579910280876,2.004646356112906,1.8775200444062545,0.9906196642013467,0.834064139491159,4.095056958153178,0.9986929222833885,-4.1529908861539555,-29.393912266736788,100,99
101,B,D,E,H,I,C,F,A,D,H,A,D,I,B,E,H,L,Q,H,L,R,0.05860047007190057,0.0024545704733926685,4.999969705322722,10.003018828630065,2.7780034851442696,1.8875406078258714,4.311089236379544,9.512418407643127,3.7440356699258723,-1.5351389385479504,-33.9171738601741,101,101
102,A,C,E,H,I,A,D,A,D,H,A,D,H,C,F,H,L,Q,H,L,P,0.10108210396720714,0.00198866837383905,1.0068096930363406,2.0061769929523705,0.7920701573548589,2.9683016851767317,0.6167139183602691,0.8464858370502384,9.122582172025734,-15.76280556801178,-28.740131892356633,102,101
103,B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,Q,H,L,Q,0.040344992036791455,0.009918755613694668,5.01251745568303,10.004667792787107,1.9512133679336026,3.842187626336003,3.6981894334363155,4.305888657595388,14.317145891645792,-3.151245690718908,-15.270910428416347,103,102
104,A,C,E,H,I,C,F,A,D,H,A,D,H,A,D,H,L,Q,H,L,R,0.07342466479253708,0.005247715852461049,0.9772011641219919,2.0202504738842246,2.9327394561958613,0.9752186295589239,1.2901357963736222,8.292822319335615,1.6415310779796362,-2.0850734691546524,-28.863122232189866,104,103
105,B,D,E,H,I,A,D,A,D,H,A,D,I,B,E,H,L,Q,H,L,P,0.02037705797227047,0.000511738546875262,5.005017155414278,9.987892491962373,0.954307307146014,1.9358790581227239,3.773995528182877,1.2862946826299313,3.7051632785751076,2.7595423006147577,12.860955656720748,105,105
106,A,C,E,H,I,B,E,A,D,H,A,D,H,C,F,H,L,Q,H,L,Q,0.009620564958294267,0.004153322597456639,0.9944702405318784,1.9950841176088763,2.1147334811631513,2.823976274616713,0.9561513489555213,3.9847696697989172,9.789858810625578,-17.938918832647627,-9.651877022402658,106,105
107,B,D,E,H,I,C,F,A,D,H,A,D,I,D,G,H,L,Q,H,L,R,-0.048314753748019704,1.581613302395371e-05,4.988321692334913,9.992335293191243,3.0434523430770057,4.0107277089920625,3.855962905120086,9.083528832896928,15.992714949596884,-13.729243571546647,-41.62996239734203,107,107
108,A,C,E,H,I,A,D,A,D,H,A,D,H,A,D,H,L,Q,H,L,P,-0.01083214628648327,0.006104811135880095,0.9955640160603364,1.984303850420139,1.2015687371017327,0.9796021173339974,1.1895477922527005,1.024374115903028,0.8253131962222349,-23.119255843476772,-4.917435247222414,108,107
109,B,D,E,H,I,B,E,A,D,H,A,D,I,B,E,H,L,Q,H,L,Q,-0.07012980712411171,0.0035871516451764234,5.018160320761358,9.988687797137471,1.9465957970644399,2.0298315106405416,4.097535123316348,4.007577215739086,3.8109671789830224,-9.185466642807073,5.06630190695795,109,109
110,A,C,E,H,I,C,F,A,D,H,A,D,H,C,F,H,L,Q,H,L,R,-0.1357061914510765,0.0029673888944558107,1.000045053472328,1.9989325021302429,3.051771424548791,3.062700333701631,1.0566110887887212,8.499058585737563,9.27122256899762,9.575219797109355,18.852997140925304,110,110
111,B,D,E,H,I,A,D,A,D,H,A,D,I,D,G,H,L,Q,H,L,P,0.028952804258717775,0.0031729778233404358,5.004887919653746,10.00049781293487,0.8902602904011866,4.004011010612572,4.033285174160048,0.7509762684635922,14.776764844227715,-18.57101707606102,-32.53897697763912,111,110
112,A,C,E,H,I,B,E,A,D,H,A,D,H,A,D,H,L,Q,H,L,Q,0.2596069447012936,0.009819784505039264,1.0018377074942246,2.004841409508441,1.9155711123321724,0.9686596874978566,0.7918115748831903,3.4300037964341907,0.938028447845216,-23.929721863615978,3.5954167728084983,112,112
113,B,D,E,H,I,C,F,A,D,H,A,D,I,B,E,H,L,Q,H,L,R,0.07018535067101614,0.003206633027348115,4.998277956124983,9.985010161156833,2.9387971321465627,1.9769850386284706,3.7414330881111124,8.932322789986438,3.5655926221646084,-19.085546881734622,-10.597065867759516,113,113
114,A,C,E,H,I,A,D,A,D,H,A,D,H,C,F,H,L,Q,H,L,P,0.13558670766152073,0.02250984523756251,1.0159773828620862,1.9933448305593882,1.0124498549536212,3.0047563279011027,0.9659324059839841,1.304022128822469,10.003576281706833,-16.37306680781721,-10.030918121069476,114,114
115,B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,Q,H,L,Q,0.037001759798298256,0.0023173554775669323,5.000082492557508,9.993954954846087,1.8181308829459306,3.959474339227359,4.510034589764355,3.469499303045494,15.92150462917887,-33.73643401077294,-14.306323910558817,115,114
116,A,C,E,H,I,C,F,A,D,H,A,D,H,A,D,H,L,Q,H,L,R,-0.08243220192816182,0.01231749052352405,1.0073764563283627,1.9984862742725842,3.0643528517303142,1.180434232074679,1.0461006164599844,9.008281613070116,1.0549569264457,-24.925498745254927,-30.169052968883122,116,115
117,B,D,E,H,I,A,D,A,D,H,A,D,I,B,E,H,L,Q,H,L,P,0.11807939941090231,0.004588309449260014,4.996120706337922,9.99574197187031,0.9135345221196518,1.8263565901280039,4.153676930823266,1.0025919727814578,3.6290818016227275,3.23931022419281,-15.406967371606127,117,117
118,A,C,E,H,I,B,E,A,D,H,A,D,H,C,F,H,L,Q,H,L,Q,0.03158029487905089,0.018572522616283324,1.0228524271106678,1.9971121738782176,2.020700436973463,3.019722505054944,1.0797101643124452,2.9345596515490953,8.63868157298613,-11.369606598542081,1.1870919581301287,118,118
119,B,D,E,H,I,C,F,A,D,H,A,D,I,D,G,H,L,Q,H,L,R,0.0781775273283333,0.0004679374573673787,4.996091021995231,10.010719862084384,3.0293141171175004,4.109423983200277,3.6902513317571297,9.263529990959729,17.454278079456728,-6.927233252024323,-39.48614135956665,119,119
120,A,C,E,H,I,A,D,A,D,H,A,D,H,A,D,H,L,Q,H,L,P,0.01977638392625558,0.005035242864565282,0.9949612843643935,2.008722710969814,0.9778785885786673,1.1405687575399097,1.2377036200657354,0.8350330047434231,0.7637383891178063,-20.638591570020687,-1.6145065658234152,120,119
121,B,D,E,H,I,B,E,A,D,H,A,D,I,B,E,H,L,Q,H,L,Q,-0.06424767465269074,0.005849296120581354,5.011439490416825,10.02327002093785,2.0563860339825455,1.8682149517866908,4.412385514904577,4.303165724384174,3.559924077096359,3.4252759224980682,-12.270944980151295,121,121
122,A,C,E,H,I,C,F,A,D,H,A,D,H,C,F,H,L,Q,H,L,R,-0.05673420483202253,0.041428913758533935,0.9988373167609077,1.994162481990772,2.776863585534744,2.9829290810184586,1.1396082490091235,10.399055817281878,8.54484494627362,-9.282847132195444,13.201710911924785,122,122
123,B,D,E,H,I,A,D,A,D,H,A,D,I,D,G,H,L,Q,H,L,P,0.1230794223125802,0.009065056193916704,5.004174787328716,9.990463259479354,1.0048738908682027,3.937039433487547,4.356094487364535,1.0690369680815262,15.650529673651551,2.5704436237752564,-28.75218490796571,123,123
124,A,C,E,H,I,B,E,A,D,H,A,D,H,A,D,H,L,Q,H,L,Q,0.07203225208036586,0.00026321590098961773,1.00709669013724,2.000131675323178,1.9793222352288014,0.9456107965798979,0.769182370134943,3.6949292403656595,0.9922396746513592,-22.223103189038948,-64.70645602453548,124,123
125,B,D,E,H,I,C,F,A,D,H,A,D,I,B,E,H,L,Q,H,L,R,-0.08274731333744278,0.004044166263891946,4.995714039049099,10.00609234597978,3.0085484462702006,2.153072882339638,3.9865688206636256,8.448962354771185,4.19018323725798,-19.022630589899734,28.46083143385954,125,124
126,A,C,E,H,I,A,D,A,D,H,A,D,H,C,F,H,L,Q,H,L,P,0.14493368479855318,0.0024689745991432004,0.9908794913724971,1.9977544884565817,1.0328290302158272,2.992341227432049,0.9965063814514555,0.9671442421291877,9.105140357387903,-24.826880529757958,-54.17786522629263,126,125
127,B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,Q,H,L,Q,-0.026929207500330073,0.0019992930299087453,4.999036614729808,10.011216804495882,1.9218005175098039,3.8454985658135667,4.706935717339411,4.333616948241624,17.32348446571733,-9.041352736120428,-6.139286702868947,127,127
128,A,C,E,H,I,C,F,A,D,H,A,D,H,A,D,H,L,Q,H,L,R,0.024097698595053594,0.0005084429984159542,1.0054708311646798,2.0155723695209,3.268971312262401,1.2798508280971848,0.815288885078684,8.180287632690606,0.8009120908890688,-24.651764986388002,-39.22183627697913,128,127
129,B,D,E,H,I,A,D,A,D,H,A,D,I,B,E,H,L,Q,H,L,P,0.15366815807285847,0.04487164502351556,5.00760685028368,10.003114268472189,0.8839490079535164,1.9466429129498355,3.6577967951108357,1.5100782266088104,3.4469114963835854,-19.55870076791637,-36.19290387723971,129,128
130,A,C,E,H,I,B,E,A,D,H,A,D,H,C,F,H,L,Q,H,L,Q,0.05687194490732277,0.01524566845275464,1.0023127370294551,2.005160976155667,2.0754248270166014,2.9879134628390362,0.9752409670397418,4.197838435881313,8.371857400980359,2.8051243535636807,-16.580706381309597,130,130
131,B,D,E,H,I,C,F,A,D,H,A,D,I,D,G,H,L,Q,H,L,R,-0.10516493046845399,0.016033920686223647,5.010645556817942,10.00116451553575,2.8652509010606813,4.104801358784421,3.8473466582950566,9.700223747842163,15.667051586996152,-13.012372438826754,-19.06750213546151,131,130
132,A,C,E,H,I,A,D,A,D,H,A,D,H,A,D,H,L,Q,H,L,P,0.19067056188422896,0.04469533713992512,1.0056560557702143,2.0085990759528767,0.8564561510133805,0.8913627951103934,1.062526818711607,1.0334697538767235,1.0678448575822037,2.9352720046678993,-19.402425924165055,132,132
133,B,D,E,H,I,B,E,A,D,H,A,D,I,B,E,H,L,Q,H,L,Q,-0.03085373267781133,0.0008659617912781908,4.998918656342105,10.01139172315151,1.9632414988081948,2.0736004006101463,4.2759944010151445,3.903669008054055,4.7436858538505,-18.27272589403784,-21.673360389088682,133,132
134,A,C,E,H,I,C,F,A,D,H,A,D,H,C,F,H,L,Q,H,L,R,-0.10544314840672253,0.004388167836053874,0.989193595570441,2.0056329820378798,2.9660372910720696,2.9735160752788152,0.7989835160990792,9.819143528385291,8.324656045209982,-13.357135710674775,11.2946888146565,134,133
135,B,D,E,H,I,A,D,A,D,H,A,D,I,D,G,H,L,Q,H,L,P,0.21693406330505108,0.009670085825683437,5.003436791666035,10.007666257780345,1.0591659258094162,4.064745016710344,3.3798877692444305,1.1407474260071517,16.524413514814746,-9.995189196578737,-8.082976802714427,135,135
136,A,C,E,H,I,B,E,A,D,H,A,D,H,A,D,H,L,Q,H,L,Q,0.016527164062244106,7.910617683517343e-05,0.9982614722262219,2.0063362869948285,2.0209928877074557,0.932657242841612,1.0515064577108595,4.3356016022019706,1.220412224707454,-4.755204142356807,-19.46043322158264,136,135
137,B,D,E,H,I,C,F,A,D,H,A,D,I,B,E,H,L,Q,H,L,R,0.1471863482099225,0.007314478847189115,5.021447332102982,9.993430943016751,2.8685570055936416,1.930822099183871,4.149376772270369,10.026386205091212,3.7122090167795436,-1.98671806231658,-25.43368024438617,137,136
138,A,C,E,H,I,A,D,A,D,H,A,D,H,C,F,H,L,Q,H,L,P,-0.12158925595972321,0.00023360255088548774,0.9939609900088111,2.0039212092159966,0.9573987203902411,2.979805466347466,1.571854990161004,0.9831897490118156,9.570506765138303,-23.63999171165254,-11.768592544577384,138,137
139,B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,Q,H,L,Q,0.0025330936202437628,0.016101181847628713,5.017511602936207,10.013548842494396,1.991506539212716,4.090352468160881,4.250898759403245,4.653882765398444,16.628925388680415,-8.747697532736588,18.446649415943448,139,138
140,A,C,E,H,I,C,F,A,D,H,A,D,H,A,D,H,L,Q,H,L,R,-0.08241852724530335,0.013131469608266538,0.99285019907092,2.0170374481069846,2.933080433716182,0.964738426937577,0.9074654361381865,9.530128958474718,1.2878113955101986,-23.50666894416823,0.5838134530920236,140,140
141,B,D,E,H,I,A,D,A,D,H,A,D,I,B,E,H,L,Q,H,L,P,0.07326290574088255,0.019261003250940018,5.020843323904428,9.999695661511703,1.2186897180795893,1.9288468146933606,4.212167169085299,1.0431809682533781,4.07153803834186,-4.386024874862145,-33.42369835721426,141,140
142,A,C,E,H,I,B,E,A,D,H,A,D,H,C,F,H,L,Q,H,L,Q,0.018589382433311097,0.011484435720803546,0.993400581099139,1.9992745483325844,2.0591442192591622,2.862438672846547,0.8132534088720039,4.082312312362735,8.999518928684706,-23.081254715682782,-36.86870097269822,142,142
143,B,D,E,H,I,C,F,A,D,H,A,D,I,D,G,H,L,Q,H,L,R,0.04844774504086757,0.00022891825384278278,5.007108387449704,10.00033372303947,3.0146887691680946,4.077185559445227,3.6947780674603212,9.12235414119932,16.849512985592924,-21.35582144791628,-7.465426592255401,143,142
144,A,C,E,H,I,A,D,A,D,H,A,D,H,A,D,H,L,Q,H,L,P,0.04181066179717887,0.0054949093801719045,1.00018618313593,2.0056640533406216,0.8702916002734393,0.9662200170231435,1.0862000759151653,1.1298404688885004,0.9190115866079015,-7.559719316768216,-34.96177841255904,144,143
145,B,D,E,H,I,B,E,A,D,H,A,D,I,B,E,H,L,Q,H,L,Q,-0.02292377080918743,0.03507791132018121,5.000221990094143,9.989033770978079,2.037216476384073,1.9272830151010543,4.045674081501288,4.060325746445945,4.526264013988499,-5.607587354114082,-25.49599813141304,145,144
146,A,C,E,H,I,C,F,A,D,H,A,D,H,C,F,H,L,Q,H,L,R,-0.17070659345459535,0.0012420057947059434,0.9792067170832814,2.0116600429410907,3.054496635192731,3.01924467846282,0.802505489303321,9.11109944521256,8.035156751174334,-28.64328814497125,-34.04793226146677,146,145
147,B,D,E,H,I,A,D,A,D,H,A,D,I,D,G,H,L,Q,H,L,P,-0.07761049766155881,0.019745182850206548,4.999513645393239,9.997293871593135,1.051350819306341,4.21121855079317,4.523960140440542,0.9657427597105596,16.166630801525116,-12.444645374836167,-3.5252540611936922,147,146
148,A,C,E,H,I,B,E,A,D,H,A,D,H,A,D,H,L,Q,H,L,Q,0.09706579978318024,0.012148659829315657,1.004741583671341,1.9949153728340028,2.2177680230292527,0.9045812560636074,0.7727541555497124,4.121862701492507,0.8793701837081764,-12.96614573476701,-9.94095524160983,148,148
149,B,D,E,H,I,C,F,A,D,H,A,D,I,B,E,H,L,Q,H,L,R,0.1816843683651726,0.00026089696181081105,5.0138661701344205,10.015911099973271,3.097282909502267,1.769511681073111,3.4356070326438757,8.38631318342303,4.170116142460304,-3.539673993490328,-2.7407725814261212,149,149
150,A,C,E,H,I,A,D,A,D,H,A,D,H,C,F,H,L,Q,H,L,P,-0.06135596437633001,0.01672137953764205,1.0099165835205606,1.99759804926633,0.9517219685080048,2.8380640256871934,0.845110062991907,1.0709761820790331,9.455896295812298,4.714884566950479,-31.208930695253763,150,149
151,B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,Q,H,L,Q,0.026332019141921195,0.014972296413897601,5.002691003073398,9.995231533617892,2.115889033132191,3.8929351421286285,4.101678774482693,4.101362607544782,15.940641381885216,-21.634799128782944,-26.30702465429034,151,151
152,A,C,E,H,I,C,F,A,D,H,A,D,H,A,D,H,L,Q,H,L,R,0.012152559723042666,0.00820175333273244,0.9989238875137951,2.0117880418111325,3.11002392885472,1.0224890508433309,0.7709151642827076,8.541791861059844,1.1243207938566,-2.6335131894126924,-9.738818876428079,152,152
153,B,D,E,H,I,A,D,A,D,H,A,D,I,B,E,H,L,Q,H,L,P,0.0019427121356449231,0.021915849008436333,4.9913182023510005,10.000670696321672,1.0473585365299611,1.9364512894136965,4.3631015706480625,1.2613567848108225,3.948804219505026,-19.78211780118645,-38.98466060721871,153,152
154,A,C,E,H,I,B,E,A,D,H,A,D,H,C,F,H,L,Q,H,L,Q,-0.10106927146485956,0.008400878545015214,0.9855956643535219,2.007734925630308,1.9197379705701585,3.05932671446353,1.0225034155963402,3.932803778731412,9.004209965609489,-29.064642259177393,-70.54180841897839,154,154
155,B,D,E,H,I,C,F,A,D,H,A,D,I,D,G,H,L,Q,H,L,R,0.10523458604381533,0.00036047499071336796,5.01069938204895,10.01062967934922,2.9911395679382675,3.973693191477323,3.893169361012943,9.120052911098815,16.575787381481394,-9.381297657107092,-41.04791288090887,155,155
156,A,C,E,H,I,A,D,A,D,H,A,D,H,A,D,H,L,Q,H,L,P,0.07970830500877563,0.0029653128384158336,1.0113592233294486,1.9922547651285205,1.0487373266451714,1.0474823479626387,0.9016072972867635,1.0976201708169955,0.8050024475649518,-8.515952038481162,-37.955711604411846,156,155
157,B,D,E,H,I,B,E,A,D,H,A,D,I,B,E,H,L,Q,H,L,Q,0.003263499218213377,0.002882379407787844,4.994087398057913,9.995521058432962,1.9737560584431324,1.9826690439397772,3.7093104619182826,3.798198231839645,4.379932814802535,-19.92489187847753,-1.053624154634921,157,157
158,A,C,E,H,I,C,F,A,D,H,A,D,H,C,F,H,L,Q,H,L,R,0.10721264291830349,0.004672035193219948,1.0136797459994655,2.0061451735068525,2.8251381463216463,3.0887963249978387,0.8496093680792505,9.536295343785843,8.533690167617225,-20.24416868280901,-5.276328768898731,158,158
159,B,D,E,H,I,A,D,A,D,H,A,D,I,D,G,H,L,Q,H,L,P,-0.14559161141096247,0.0018495348940198054,4.989915222089563,10.012272705577336,0.9770626567707912,4.084559555246996,4.361436082523205,1.0918078402947082,15.899505150105194,8.130903067490038,-20.489133345150737,159,159
160,A,C,E,H,I,B,E,A,D,H,A,D,H,A,D,H,L,Q,H,L,Q,-0.10119776927030617,1.5505323228405492e-05,1.0019131148495382,1.9872455514355438,2.0291846834946567,0.9340932991519642,1.3777793873450805,3.9022810803554466,1.1086567014654902,-3.7772736593023737,-9.59167463230002,160,159
161,B,D,E,H,I,C,F,A,D,H,A,D,I,B,E,H,L,Q,H,L,R,-0.09690071177694293,0.008979414230323137,4.988253499557174,10.00999110051213,2.9933343815266005,2.0717648520331053,4.024622789098364,8.087117242285137,4.149877542449027,-9.260733899595017,-24.056218909443473,161,160
162,A,C,E,H,I,A,D,A,D,H,A,D,H,C,F,H,L,Q,H,L,P,0.03667100847302231,0.0012830798725512488,0.9916849323358238,2.007523430909666,1.059278299314693,2.939764522719348,0.9485213949012922,1.2227634846548676,9.390930945098328,-18.915585747698394,-31.53378764539403,162,161
163,B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,Q,H,L,Q,0.05510713587016539,0.003561425147658602,5.025294941219759,9.990458511790713,1.946162769023278,4.188323317134232,3.342987066701345,3.740865050121442,16.6683865422952,-8.13428113754997,1.3997762515775172,163,162
164,A,C,E,H,I,C,F,A,D,H,A,D,H,A,D,H,L,Q,H,L,R,-0.06334761031043429,0.02133813869280203,1.001166569493249,1.9958267709525104,2.7852581920376673,1.0529318700665096,1.034182632458814,8.698632198668394,0.9394202388926386,-23.361267417227452,7.564065305736882,164,164
165,B,D,E,H,I,A,D,A,D,H,A,D,I,B,E,H,L,Q,H,L,P,-0.0933305476200904,0.020654734335335455,4.975102881583298,9.998515156343599,1.0293001230379053,2.0251191239456405,4.138943962071893,0.7955353482247473,3.8837612521432723,-4.469212329364559,-49.40058972768975,165,164
166,A,C,E,H,I,B,E,A,D,H,A,D,H,C,F,H,L,Q,H,L,Q,-0.025795646311156537,0.0010810790797373625,0.9972475854121923,2.010229910946759,2.1244625888026842,2.831090664231129,0.981261788775336,4.846544153640224,9.20085613780951,-4.961581271010028,-29.02255199804518,166,165
167,B,D,E,H,I,C,F,A,D,H,A,D,I,D,G,H,L,Q,H,L,R,-0.0977357592283829,0.03945464380443499,5.014328346421269,10.00520520196471,3.030480799089459,3.7873435883578304,3.936751995762788,8.689537145351123,17.071727234495118,-4.38488348312879,-39.77100155970745,167,166
168,A,C,E,H,I,A,D,A,D,H,A,D,H,A,D,H,L,Q,H,L,P,-0.10053753877470012,0.016047860529841192,1.0062001454319909,1.9982359319079324,0.9023254753569405,0.9357885532761624,1.096612676961492,0.7702098133908288,0.9098956426878565,-18.285371389439977,-33.56826319706493,168,167
169,B,D,E,H,I,B,E,A,D,H,A,D,I,B,E,H,L,Q,H,L,Q,0.13828163675227634,0.011932954291711477,4.994726980280526,9.996152499888845,1.9896103097222197,1.80625348036881,3.9891053162141175,3.199824006888738,3.5459488333238354,-12.240763124456482,-38.209178526525,169,168
