Binary Balanced 1,Binary Balanced 2,Binary Extreme 1a,Binary Extreme 1b,Binary Extreme 2,Trinary Balanced 1,Trinary Balanced 2,Trinary Skewed 1a,Trinary Skewed 1b,Trinary Skewed 2,Trinary Extreme 1a,Trinary Extreme 1b,Trinary Extreme 2,Quaternary Balanced 1,Quaternary Balanced 2,Quaternary Skewed 1a,Quaternary Skewed 1b,Quaternary Skewed 2,Quaternary Extreme 1a,Quaternary Extreme 1b,Quaternary Extreme 2,Continuous Normal,Continuous Skewed,Continuous Binary Normal 1,Continuous Binary Normal 2,Continuous Trinary Normal,Continuous Quaternary Normal,Continuous Binary Skewed,Continuous Trinary Skewed,Continuous Quaternary Skewed,Unary 1,Unary 2,Correlated 1,Correlated 2
B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,Q,H,L,Q,0.03700176,0.002317355,5.000082493,9.993954955,1.818130883,3.959474339,4.51003459,3.469499303,15.92150463,-33.73643401,-14.30632391,115,114
A,C,E,H,I,C,F,A,D,H,A,D,H,A,D,H,L,Q,H,L,R,-0.082432202,0.012317491,1.007376456,1.998486274,3.064352852,1.180434232,1.046100616,9.008281613,1.054956926,-24.92549875,-30.16905297,116,115
B,D,E,H,I,A,D,A,D,H,A,D,I,B,E,H,L,Q,H,L,P,0.118079399,0.004588309,4.996120706,9.995741972,0.913534522,1.82635659,4.153676931,1.002591973,3.629081802,3.239310224,-15.40696737,117,117
A,C,E,H,I,B,E,A,D,H,A,D,H,C,F,H,L,Q,H,L,Q,0.031580295,0.018572523,1.022852427,1.997112174,2.020700437,3.019722505,1.079710164,2.934559652,8.638681573,-11.3696066,1.187091958,118,118
B,D,E,H,I,C,F,A,D,H,A,D,I,D,G,H,L,Q,H,L,R,0.078177527,0.000467937,4.996091022,10.01071986,3.029314117,4.109423983,3.690251332,9.263529991,17.45427808,-6.927233252,-39.48614136,119,119
A,C,E,H,I,A,D,A,D,H,A,D,H,A,D,H,L,Q,H,L,P,0.019776384,0.005035243,0.994961284,2.008722711,0.977878589,1.140568758,1.23770362,0.835033005,0.763738389,-20.63859157,-1.614506566,120,119
B,D,E,H,I,B,E,A,D,H,A,D,I,B,E,H,L,Q,H,L,Q,-0.064247675,0.005849296,5.01143949,10.02327002,2.056386034,1.868214952,4.412385515,4.303165724,3.559924077,3.425275922,-12.27094498,121,121
A,C,E,H,I,C,F,A,D,H,A,D,H,C,F,H,L,Q,H,L,R,-0.056734205,0.041428914,0.998837317,1.994162482,2.776863586,2.982929081,1.139608249,10.39905582,8.544844946,-9.282847132,13.20171091,122,122
B,D,E,H,I,A,D,A,D,H,A,D,I,D,G,H,L,Q,H,L,P,0.123079422,0.009065056,5.004174787,9.990463259,1.004873891,3.937039433,4.356094487,1.069036968,15.65052967,2.570443624,-28.75218491,123,123
A,C,E,H,I,B,E,A,D,H,A,D,H,A,D,H,L,Q,H,L,Q,0.072032252,0.000263216,1.00709669,2.000131675,1.979322235,0.945610797,0.76918237,3.69492924,0.992239675,-22.22310319,-64.70645602,124,123
B,D,E,H,I,C,F,A,D,H,A,D,I,B,E,H,L,Q,H,L,R,-0.082747313,0.004044166,4.995714039,10.00609235,3.008548446,2.153072882,3.986568821,8.448962355,4.190183237,-19.02263059,28.46083143,125,124
A,C,E,H,I,A,D,A,D,H,A,D,H,C,F,H,L,Q,H,L,P,0.144933685,0.002468975,0.990879491,1.997754488,1.03282903,2.992341227,0.996506381,0.967144242,9.105140357,-24.82688053,-54.17786523,126,125
B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,Q,H,L,Q,-0.026929208,0.001999293,4.999036615,10.0112168,1.921800518,3.845498566,4.706935717,4.333616948,17.32348447,-9.041352736,-6.139286703,127,127
A,C,E,H,I,C,F,A,D,H,A,D,H,A,D,H,L,Q,H,L,R,0.024097699,0.000508443,1.005470831,2.01557237,3.268971312,1.279850828,0.815288885,8.180287633,0.800912091,-24.65176499,-39.22183628,128,127
B,D,E,H,I,A,D,A,D,H,A,D,I,B,E,H,L,Q,H,L,P,0.153668158,0.044871645,5.00760685,10.00311427,0.883949008,1.946642913,3.657796795,1.510078227,3.446911496,-19.55870077,-36.19290388,129,128
A,C,E,H,I,B,E,A,D,H,A,D,H,C,F,H,L,Q,H,L,Q,0.056871945,0.015245668,1.002312737,2.005160976,2.075424827,2.987913463,0.975240967,4.197838436,8.371857401,2.805124354,-16.58070638,130,130
B,D,E,H,I,C,F,A,D,H,A,D,I,D,G,H,L,Q,H,L,R,-0.10516493,0.016033921,5.010645557,10.00116452,2.865250901,4.104801359,3.847346658,9.700223748,15.66705159,-13.01237244,-19.06750214,131,130
A,C,E,H,I,A,D,A,D,H,A,D,H,A,D,H,L,Q,H,L,P,0.190670562,0.044695337,1.005656056,2.008599076,0.856456151,0.891362795,1.062526819,1.033469754,1.067844858,2.935272005,-19.40242592,132,132
B,D,E,H,I,B,E,A,D,H,A,D,I,B,E,H,L,Q,H,L,Q,-0.030853733,0.000865962,4.998918656,10.01139172,1.963241499,2.073600401,4.275994401,3.903669008,4.743685854,-18.27272589,-21.67336039,133,132
A,C,E,H,I,C,F,A,D,H,A,D,H,C,F,H,L,Q,H,L,R,-0.105443148,0.004388168,0.989193596,2.005632982,2.966037291,2.973516075,0.798983516,9.819143528,8.324656045,-13.35713571,11.29468881,134,133
B,D,E,H,I,A,D,A,D,H,A,D,I,D,G,H,L,Q,H,L,P,0.216934063,0.009670086,5.003436792,10.00766626,1.059165926,4.064745017,3.379887769,1.140747426,16.52441351,-9.995189197,-8.082976803,135,135
A,C,E,H,I,B,E,A,D,H,A,D,H,A,D,H,L,Q,H,L,Q,0.016527164,7.91E-05,0.998261472,2.006336287,2.020992888,0.932657243,1.051506458,4.335601602,1.220412225,-4.755204142,-19.46043322,136,135
B,D,E,H,I,C,F,A,D,H,A,D,I,B,E,H,L,Q,H,L,R,0.147186348,0.007314479,5.021447332,9.993430943,2.868557006,1.930822099,4.149376772,10.02638621,3.712209017,-1.986718062,-25.43368024,137,136
A,C,E,H,I,A,D,A,D,H,A,D,H,C,F,H,L,Q,H,L,P,-0.121589256,0.000233603,0.99396099,2.003921209,0.95739872,2.979805466,1.57185499,0.983189749,9.570506765,-23.63999171,-11.76859254,138,137
B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,Q,H,L,Q,0.002533094,0.016101182,5.017511603,10.01354884,1.991506539,4.090352468,4.250898759,4.653882765,16.62892539,-8.747697533,18.44664942,139,138
A,C,E,H,I,C,F,A,D,H,A,D,H,A,D,H,L,Q,H,L,R,-0.082418527,0.01313147,0.992850199,2.017037448,2.933080434,0.964738427,0.907465436,9.530128958,1.287811396,-23.50666894,0.583813453,140,140
B,D,E,H,I,A,D,A,D,H,A,D,I,B,E,H,L,Q,H,L,P,0.073262906,0.019261003,5.020843324,9.999695662,1.218689718,1.928846815,4.212167169,1.043180968,4.071538038,-4.386024875,-33.42369836,141,140
A,C,E,H,I,B,E,A,D,H,A,D,H,C,F,H,L,Q,H,L,Q,0.018589382,0.011484436,0.993400581,1.999274548,2.059144219,2.862438673,0.813253409,4.082312312,8.999518929,-23.08125472,-36.86870097,142,142
B,D,E,H,I,C,F,A,D,H,A,D,I,D,G,H,L,Q,H,L,R,0.048447745,0.000228918,5.007108387,10.00033372,3.014688769,4.077185559,3.694778067,9.122354141,16.84951299,-21.35582145,-7.465426592,143,142
A,C,E,H,I,A,D,A,D,H,A,D,H,A,D,H,L,Q,H,L,P,0.041810662,0.005494909,1.000186183,2.005664053,0.8702916,0.966220017,1.086200076,1.129840469,0.919011587,-7.559719317,-34.96177841,144,143
B,D,E,H,I,B,E,A,D,H,A,D,I,B,E,H,L,Q,H,L,Q,-0.022923771,0.035077911,5.00022199,9.989033771,2.037216476,1.927283015,4.045674082,4.060325746,4.526264014,-5.607587354,-25.49599813,145,144
A,C,E,H,I,C,F,A,D,H,A,D,H,C,F,H,L,Q,H,L,R,-0.170706593,0.001242006,0.979206717,2.011660043,3.054496635,3.019244678,0.802505489,9.111099445,8.035156751,-28.64328814,-34.04793226,146,145
B,D,E,H,I,A,D,A,D,H,A,D,I,D,G,H,L,Q,H,L,P,-0.077610498,0.019745183,4.999513645,9.997293872,1.051350819,4.211218551,4.52396014,0.96574276,16.1666308,-12.44464537,-3.525254061,147,146
A,C,E,H,I,B,E,A,D,H,A,D,H,A,D,H,L,Q,H,L,Q,0.0970658,0.01214866,1.004741584,1.994915373,2.217768023,0.904581256,0.772754156,4.121862701,0.879370184,-12.96614573,-9.940955242,148,148
B,D,E,H,I,C,F,A,D,H,A,D,I,B,E,H,L,Q,H,L,R,0.181684368,0.000260897,5.01386617,10.0159111,3.09728291,1.769511681,3.435607033,8.386313183,4.170116142,-3.539673993,-2.740772581,149,149
A,C,E,H,I,A,D,A,D,H,A,D,H,C,F,H,L,Q,H,L,P,-0.061355964,0.01672138,1.009916584,1.997598049,0.951721969,2.838064026,0.845110063,1.070976182,9.455896296,4.714884567,-31.2089307,150,149
B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,Q,H,L,Q,0.026332019,0.014972296,5.002691003,9.995231534,2.115889033,3.892935142,4.101678774,4.101362608,15.94064138,-21.63479913,-26.30702465,151,151
A,C,E,H,I,C,F,A,D,H,A,D,H,A,D,H,L,Q,H,L,R,0.01215256,0.008201753,0.998923888,2.011788042,3.110023929,1.022489051,0.770915164,8.541791861,1.124320794,-2.633513189,-9.738818876,152,152
B,D,E,H,I,A,D,A,D,H,A,D,I,B,E,H,L,Q,H,L,P,0.001942712,0.021915849,4.991318202,10.0006707,1.047358537,1.936451289,4.363101571,1.261356785,3.94880422,-19.7821178,-38.98466061,153,152
A,C,E,H,I,B,E,A,D,H,A,D,H,C,F,H,L,Q,H,L,Q,-0.101069271,0.008400879,0.985595664,2.007734926,1.919737971,3.059326714,1.022503416,3.932803779,9.004209966,-29.06464226,-70.54180842,154,154
B,D,E,H,I,C,F,A,D,H,A,D,I,D,G,H,L,Q,H,L,R,0.105234586,0.000360475,5.010699382,10.01062968,2.991139568,3.973693191,3.893169361,9.120052911,16.57578738,-9.381297657,-41.04791288,155,155
A,C,E,H,I,A,D,A,D,H,A,D,H,A,D,H,L,Q,H,L,P,0.079708305,0.002965313,1.011359223,1.992254765,1.048737327,1.047482348,0.901607297,1.097620171,0.805002448,-8.515952038,-37.9557116,156,155
B,D,E,H,I,B,E,A,D,H,A,D,I,B,E,H,L,Q,H,L,Q,0.003263499,0.002882379,4.994087398,9.995521058,1.973756058,1.982669044,3.709310462,3.798198232,4.379932815,-19.92489188,-1.053624155,157,157
A,C,E,H,I,C,F,A,D,H,A,D,H,C,F,H,L,Q,H,L,R,0.107212643,0.004672035,1.013679746,2.006145174,2.825138146,3.088796325,0.849609368,9.536295344,8.533690168,-20.24416868,-5.276328769,158,158
B,D,E,H,I,A,D,A,D,H,A,D,I,D,G,H,L,Q,H,L,P,-0.145591611,0.001849535,4.989915222,10.01227271,0.977062657,4.084559555,4.361436083,1.09180784,15.89950515,8.130903067,-20.48913335,159,159
A,C,E,H,I,B,E,A,D,H,A,D,H,A,D,H,L,Q,H,L,Q,-0.101197769,1.55E-05,1.001913115,1.987245551,2.029184683,0.934093299,1.377779387,3.90228108,1.108656701,-3.777273659,-9.591674632,160,159
B,D,E,H,I,C,F,A,D,H,A,D,I,B,E,H,L,Q,H,L,R,-0.096900712,0.008979414,4.9882535,10.0099911,2.993334382,2.071764852,4.024622789,8.087117242,4.149877542,-9.2607339,-24.05621891,161,160
A,C,E,H,I,A,D,A,D,H,A,D,H,C,F,H,L,Q,H,L,P,0.036671008,0.00128308,0.991684932,2.007523431,1.059278299,2.939764523,0.948521395,1.222763485,9.390930945,-18.91558575,-31.53378765,162,161
B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,Q,H,L,Q,0.055107136,0.003561425,5.025294941,9.990458512,1.946162769,4.188323317,3.342987067,3.74086505,16.66838654,-8.134281138,1.399776252,163,162
A,C,E,H,I,C,F,A,D,H,A,D,H,A,D,H,L,Q,H,L,R,-0.06334761,0.021338139,1.001166569,1.995826771,2.785258192,1.05293187,1.034182632,8.698632199,0.939420239,-23.36126742,7.564065306,164,164
B,D,E,H,I,A,D,A,D,H,A,D,I,B,E,H,L,Q,H,L,P,-0.093330548,0.020654734,4.975102882,9.998515156,1.029300123,2.025119124,4.138943962,0.795535348,3.883761252,-4.469212329,-49.40058973,165,164
A,C,E,H,I,B,E,A,D,H,A,D,H,C,F,H,L,Q,H,L,Q,-0.025795646,0.001081079,0.997247585,2.010229911,2.124462589,2.831090664,0.981261789,4.846544154,9.200856138,-4.961581271,-29.022552,166,165
B,D,E,H,I,C,F,A,D,H,A,D,I,D,G,H,L,Q,H,L,R,-0.097735759,0.039454644,5.014328346,10.0052052,3.030480799,3.787343588,3.936751996,8.689537145,17.07172723,-4.384883483,-39.77100156,167,166
A,C,E,H,I,A,D,A,D,H,A,D,H,A,D,H,L,Q,H,L,P,-0.100537539,0.016047861,1.006200145,1.998235932,0.902325475,0.935788553,1.096612677,0.770209813,0.909895643,-18.28537139,-33.5682632,168,167
B,D,E,H,I,B,E,A,D,H,A,D,I,B,E,H,L,Q,H,L,Q,0.138281637,0.011932954,4.99472698,9.9961525,1.98961031,1.80625348,3.989105316,3.199824007,3.545948833,-12.24076312,-38.20917853,169,168
A,C,E,H,I,C,F,A,D,H,A,D,H,C,F,H,L,Q,H,L,R,-0.094985564,5.16E-05,0.989774898,1.977302795,3.243672923,3.090175209,0.845995722,8.572042971,8.336970604,8.589924851,-22.32135929,170,170
B,D,E,H,I,A,D,A,D,H,A,D,I,D,G,H,L,Q,H,L,P,-0.047493618,0.000126466,4.994162381,10.00247407,1.096990802,3.945790109,4.183116738,1.298743592,16.91053562,-17.54135681,-14.53074976,171,171
A,C,E,H,I,B,E,A,D,H,A,D,H,A,D,H,L,Q,H,L,Q,-0.006314098,0.001417211,1.004537638,1.989341137,2.05303577,0.888757091,1.053404192,4.169488855,1.085195786,-3.84490757,-23.19373905,172,171
B,D,E,H,I,C,F,A,D,H,A,D,I,B,E,H,L,Q,H,L,R,-0.188455905,0.001128308,4.992790584,10.00892904,3.017919296,1.886983969,3.728934942,9.558685678,4.005893722,-17.02617499,-1.223352175,173,172
A,C,E,H,I,A,D,A,D,H,A,D,H,C,F,H,L,Q,H,L,P,0.116706639,0.006917546,1.001921617,1.993077333,0.983134691,3.085284629,1.421957994,0.782538175,8.615304642,-16.68641602,-45.53727774,174,174
B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,Q,H,L,Q,0.081232462,0.001793389,4.99499486,10.0042675,1.902044804,3.966676274,3.849966472,4.107331613,16.62646146,-39.81346789,-25.31296158,175,174
A,C,E,H,I,C,F,A,D,H,A,D,H,A,D,H,L,Q,H,L,R,-0.009444029,0.011118158,0.985328112,2.003984118,3.162578867,1.033430254,0.629572996,10.09529336,0.958426812,1.309581941,7.881262349,176,176
B,D,E,H,I,A,D,A,D,H,A,D,I,B,E,H,L,Q,H,L,P,0.026120537,0.012364718,4.99967506,9.98750769,1.097219719,2.123121055,4.27684048,1.070316683,3.580115859,-2.567358267,-7.217676555,177,177
A,C,E,H,I,B,E,A,D,H,A,D,H,C,F,H,L,Q,H,L,Q,-0.189449111,0.01661939,0.9933418,2.003276754,1.958430294,2.996298314,1.252586158,3.85547838,8.910091639,14.59312441,3.867136659,178,177
B,D,E,H,I,C,F,A,D,H,A,D,I,D,G,H,L,Q,H,L,R,0.015959949,0.057226185,4.988426284,9.990533184,2.887105122,4.067817296,3.673515331,8.642727979,15.38198831,-20.69859971,-36.39634064,179,178
A,C,E,H,I,A,D,A,D,H,A,D,H,A,D,H,L,Q,H,L,P,0.058345226,0.01182472,1.01221425,2.003825984,1.090387845,0.933274303,0.768221579,1.52753032,0.812466429,10.99934415,-8.907136659,180,180
B,D,E,H,I,B,E,A,D,H,A,D,I,B,E,H,L,Q,H,L,Q,0.057648595,0.003525508,4.972004553,10.01280521,2.082474979,1.956878158,3.862110214,3.900098342,4.2349107,-14.40207778,-69.65054927,181,180
A,C,E,H,I,C,F,A,D,H,A,D,H,C,F,H,L,Q,H,L,R,0.155378135,0.030342779,0.996394097,2.008664616,2.979517102,3.003001746,1.537123514,9.089475112,8.842595399,7.94327449,-33.7152315,182,182
B,D,E,H,I,A,D,A,D,H,A,D,I,D,G,H,L,Q,H,L,P,-0.110019379,0.001877864,5.012819252,9.983066428,1.063695366,4.091467097,4.028799448,0.997567922,15.14106523,-22.67037458,-24.46567941,183,183
A,C,E,H,I,B,E,A,D,H,A,D,H,A,D,H,L,Q,H,L,Q,-0.105770642,0.005643298,1.002752746,2.000823977,1.995331074,1.028787887,0.991074355,3.421544932,0.994317658,-27.1754633,-27.81701483,184,184
B,D,E,H,I,C,F,A,D,H,A,D,I,B,E,H,L,Q,H,L,R,-0.128751585,0.030519295,5.007814524,9.993179386,2.981548973,2.141657551,4.016189012,8.661222275,3.853743265,-12.13822481,-14.41258328,185,184
A,C,E,H,I,A,D,A,D,H,A,D,H,C,F,H,L,Q,H,L,P,-0.09144726,6.92E-05,0.996772916,1.999305689,0.840350239,2.925851636,1.188273367,1.149731514,9.031200544,-8.103009863,-38.80951047,186,185
B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,Q,H,L,Q,-0.023815417,0.006664898,5.002493081,10.00963728,2.075120189,4.09421858,3.968817033,4.841532446,15.60803209,-2.273808065,-35.88554892,187,186
A,C,E,H,I,C,F,A,D,H,A,D,H,A,D,H,L,Q,H,L,R,-0.09347551,0.006603341,1.003565114,1.980515116,2.992400059,1.127386947,1.138369746,9.622935838,1.054004641,-6.841351455,-39.31807626,188,188
B,D,E,H,I,A,D,A,D,H,A,D,I,B,E,H,L,Q,H,L,P,0.064070588,0.026278424,5.016756474,9.999038469,0.864753519,1.913892331,4.538228162,1.177398224,4.314263658,-13.57843863,-23.31479148,189,189
A,C,E,H,I,B,E,A,D,H,A,D,H,C,F,H,L,Q,H,L,Q,-0.012713068,0.00850144,0.976321071,1.993715234,1.765072511,3.061870559,0.814245612,4.451362114,9.026369451,-10.50331403,13.67871259,190,190
B,D,E,H,I,C,F,A,D,H,A,D,I,D,G,H,L,Q,H,L,R,-0.059380183,0.089834184,5.00573456,9.993638758,2.849960974,3.83498728,4.412852955,7.540845201,16.6800104,-12.7633486,-32.36796538,191,190
A,C,E,H,I,A,D,A,D,H,A,D,H,A,D,H,L,Q,H,L,P,-0.077511937,0.017562947,1.013715233,1.99495831,1.08644978,1.119891561,1.104848985,1.240213075,1.541380738,7.722494534,-44.26006463,192,192
B,D,E,H,I,B,E,A,D,H,A,D,I,B,E,H,L,Q,H,L,Q,-0.047689947,3.79E-06,5.001564889,10.01927564,2.002804241,2.111623782,4.025108577,3.781345666,3.792713353,-8.283595332,-68.23564199,193,193
A,C,E,H,I,C,F,A,D,H,A,D,H,C,F,H,L,Q,H,L,R,-0.008817381,0.013061997,0.995005511,1.991765519,3.040237305,3.073305758,0.80726838,9.611710965,8.682522099,-1.857066634,-56.70818991,194,194
B,D,E,H,I,A,D,A,D,H,A,D,I,D,G,H,L,Q,H,L,P,-0.043496687,0.000339141,4.994426995,9.999254336,0.823850374,3.938396773,4.234274187,0.633231335,18.07696797,7.180241597,-10.73205089,195,194
A,C,E,H,I,B,E,A,D,H,A,D,H,A,D,H,L,Q,H,L,Q,-0.05745104,0.000539549,1.014071954,2.005359565,2.207585678,0.80552171,1.214627265,4.268313898,0.986757086,-11.64732644,-16.00251414,196,195
B,D,E,H,I,C,F,A,D,H,A,D,I,B,E,H,L,Q,H,L,R,-0.075658622,0.014074681,4.993990736,10.00487734,2.917109335,1.904612979,3.977730449,8.760905722,3.875738744,0.385105356,-36.53773203,197,196
A,C,E,H,I,A,D,A,D,H,A,D,H,C,F,H,L,Q,H,L,P,-0.135386835,0.004219342,1.009022597,1.991996797,0.977195109,2.95397171,1.000984407,1.272602529,9.069159924,-12.14802173,-50.84709066,198,198
B,D,E,H,I,B,E,A,D,H,A,D,I,D,G,H,L,Q,H,L,Q,-0.182607015,0.006304902,4.983513111,10.00740735,2.103389273,3.865909954,3.896230059,3.476034116,15.41075452,-12.2005911,-28.95533594,199,199
A,C,E,H,J,C,F,A,D,I,A,D,J,A,D,H,L,Q,H,L,R,0.023484998,0.008516257,1.008129911,1.975330916,2.90739785,1.124014861,0.884894569,8.708494043,1.213108498,-8.615232219,-3.06342097,200,199
B,D,E,H,J,A,D,A,D,I,A,D,J,B,E,H,L,Q,H,L,P,-0.12409008,0.03086148,4.987075248,9.99499293,0.967942397,1.902541978,4.670391406,0.898898293,4.005959451,-8.243467121,22.61138723,201,201
A,C,E,H,J,B,E,A,D,I,A,D,J,C,F,H,L,Q,H,L,Q,-0.254002412,0.000150248,1.004735588,1.989341084,1.950413962,2.921875061,1.091599252,3.517007016,8.275415665,-3.98278031,-46.57471436,202,202
B,D,E,H,J,C,F,A,D,I,A,D,J,D,G,H,L,Q,H,L,R,-0.059724438,0.000273711,4.993357172,9.996343017,2.970241293,3.916838277,4.356626668,9.302540465,15.29441595,-11.49605302,-46.48355952,203,203
A,C,E,H,J,A,D,A,D,I,A,D,J,A,D,H,L,Q,H,L,P,0.014597835,0.008783735,0.999091686,1.999728217,0.978832962,1.026708517,0.731058225,0.942411481,0.694829747,1.139579608,-36.93423559,204,204
B,D,E,H,J,B,E,A,D,I,A,D,J,B,E,H,L,Q,H,L,Q,-0.142121451,0.001870304,5.001616309,9.986910578,1.94711093,1.805138993,3.630846339,3.886093895,4.448973134,-14.45549584,-27.0977632,205,205
A,C,E,H,J,C,F,A,D,I,A,D,J,C,F,H,L,Q,H,L,R,-0.110315223,0.016173211,1.011008739,1.99237467,3.003351819,2.926067761,0.936733517,7.321904903,8.667091499,-16.63420396,-40.88517507,206,206
B,D,E,H,J,A,D,A,D,I,A,D,J,D,G,H,L,Q,H,L,P,-0.104998469,0.002528471,5.0052348,9.995110416,1.015442842,4.077759483,3.903133501,0.904948761,15.91770307,-1.965212871,-30.27971336,207,207
A,C,E,H,J,B,E,A,D,I,A,D,J,A,D,H,L,Q,H,L,Q,0.185189521,0.005273202,0.987664829,2.012487343,1.988234962,0.947826677,1.311244942,3.863657864,0.977683894,-17.10478812,-4.732341221,208,208
B,D,E,H,J,C,F,A,D,I,A,D,J,B,E,H,L,Q,H,L,R,-0.055851479,0.00108583,5.019053807,10.00950596,3.007387415,2.289394885,3.399347113,8.424581357,3.867787711,-6.422051504,-44.22762611,209,209
A,C,E,H,J,A,D,A,D,I,A,D,J,C,F,H,L,Q,H,L,P,0.025103062,0.004078706,0.993847941,1.982351501,1.103464596,3.071436215,1.090748751,1.157615202,10.2571943,-4.648069127,-7.307820772,210,209
B,D,E,H,J,B,E,A,D,I,A,D,J,D,G,H,L,Q,H,L,Q,0.065118665,0.006242586,5.01368805,10.00828933,2.030171358,4.025750309,4.009144758,3.796758741,15.80732367,1.596725377,-2.296546053,211,211
A,C,E,H,J,C,F,A,D,I,A,D,J,A,D,H,L,Q,H,L,R,0.063732691,0.036235015,0.987427595,1.994927712,2.947035841,0.905100035,0.768802846,10.19040547,1.233502025,-24.13688503,9.421780584,212,212
B,D,E,H,J,A,D,A,D,I,A,D,J,B,E,H,L,Q,H,L,P,0.095330163,0.000665342,4.992620052,10.01238164,1.007235245,2.036171693,4.217104779,1.372087831,3.995139466,-21.99908062,-19.26517503,213,212
A,C,E,H,J,B,E,A,D,I,A,D,J,C,F,H,L,Q,H,L,Q,0.083219813,0.00514294,1.00201414,2.012770426,1.884636483,3.087767736,0.702086934,3.877941512,9.609782311,-27.86497232,-7.545322385,214,214
B,D,E,H,J,C,F,A,D,I,A,D,J,D,G,H,L,Q,H,L,R,0.04707827,0.001057502,4.980732682,10.00142658,2.994607255,3.893237268,4.533477558,8.312432782,15.38479525,-24.6487157,-15.91713687,215,215
A,C,E,H,J,A,D,A,D,I,A,D,J,A,D,H,L,Q,H,L,P,0.027089316,0.005974838,1.004428266,2.001159589,0.850705093,0.944198387,0.887637273,1.215228329,1.111933215,-11.81059671,-65.23560448,216,215
B,D,E,H,J,B,E,A,D,I,A,D,J,B,E,H,L,Q,H,L,Q,-0.006075216,0.004520108,4.995756472,10.00954963,1.919813362,1.811457157,4.020312231,4.099519968,3.966207607,1.381010017,-24.46426059,217,216
A,C,E,H,J,C,F,A,D,I,A,D,J,C,F,H,L,Q,H,L,R,0.015560205,6.63E-05,1.006444339,1.998561324,3.071366407,3.039266147,0.712977344,7.6452064,9.857094455,-9.992377794,-35.10735601,218,218
B,D,E,H,J,A,D,A,D,I,A,D,J,D,G,H,L,Q,H,L,P,0.028356501,0.000108173,4.998305258,9.992533995,0.845711486,3.837073405,3.608732328,0.98945764,16.39945081,7.618903547,8.640890921,219,219
A,C,E,H,J,B,E,A,D,I,A,D,J,A,D,H,L,Q,H,L,Q,0.032523868,7.07E-05,1.00973965,1.989863408,1.94269558,0.984570715,0.846623688,3.627215409,1.000868702,-4.709822562,-53.93929398,220,220
B,D,E,H,J,C,F,A,D,I,A,D,J,B,E,H,L,Q,H,L,R,0.164109188,0.008264867,4.999334384,9.979720137,3.079358084,2.01860532,4.478626208,8.601146788,4.173991983,-12.98804131,-40.55304218,221,220
A,C,E,H,J,A,D,A,D,I,A,D,J,C,F,H,L,Q,H,L,P,-0.168535399,0.001166709,1.004202642,2.006617423,1.01565251,2.706253575,0.983051564,0.951001256,7.805560207,-9.771891208,-49.38748125,222,221
B,D,E,H,J,B,E,A,D,I,A,D,J,D,G,H,L,Q,H,L,Q,-0.070204646,0.033303914,5.000636941,9.999123729,1.827882882,4.001613027,3.462511842,4.84261248,16.18774722,2.455568292,12.0956845,223,223
A,C,E,H,J,C,F,A,D,I,A,D,J,A,D,H,L,Q,H,L,R,-0.056149019,0.001241207,0.986866167,2.009090647,2.959469423,1.164493348,0.732604171,8.908383651,0.978715146,3.34856143,-65.57536589,224,223
B,D,E,H,J,A,D,A,D,I,A,D,J,B,E,H,L,Q,H,L,P,-0.095058747,0.001540766,4.993446743,9.999026677,1.094273592,1.831075584,4.923937922,1.266621676,3.790921014,-25.89138773,-34.18606738,225,225
A,C,E,H,J,B,E,A,D,I,A,D,J,C,F,H,L,Q,H,L,Q,-0.06683374,0.000301709,1.005031862,2.000274055,1.979315886,3.051141356,0.909588896,3.903040391,8.764993249,-21.81359439,-21.16273375,226,226
B,D,E,H,J,C,F,A,D,I,A,D,J,D,G,H,L,Q,H,L,R,-0.104272481,0.007338798,4.991003315,9.996570638,3.062402178,4.099280627,4.071835992,8.690540049,16.62619527,-15.91710138,-5.08851563,227,226
A,C,E,H,J,A,D,A,D,I,A,D,J,A,D,H,L,Q,H,L,P,0.133607377,8.30E-05,1.005456849,2.002700475,0.802313092,1.073915502,0.9274074,0.695510897,0.969079827,-10.26757767,20.58199528,228,227
B,D,E,H,J,B,E,A,D,I,A,D,J,B,E,H,L,Q,H,L,Q,0.01891257,0.058475723,5.019116943,10.00174973,1.923400753,2.027659238,3.99888236,4.214858568,4.295540453,-8.946823849,-29.1274474,229,228
A,C,E,H,J,C,F,A,D,I,A,D,J,C,F,H,L,Q,H,L,R,0.221897661,0.00418625,1.001226228,1.991843286,3.082182924,2.868715899,1.04210053,9.370351411,9.756487163,-8.199898855,-11.16765494,230,229
B,D,E,H,J,A,D,A,D,I,A,D,J,D,G,H,L,Q,H,L,P,0.065511475,0.001141865,4.991924442,10.02187198,0.969433182,4.017748758,3.703729657,1.205844105,16.72723127,5.137394624,-1.143434923,231,231
